Physician ID,Physician Name,Hospital ID,Hospital Name,Hospital ZIP,Hospital City
28232045,WAINA CHENG,AC514,Troy Regional Medial Center,53207,MILWAUKEE
15458343,MATHEW JOSEPH,AC262,OhioHealth,34119,NAPLES
92115299,MARK LEVANDOVSKY,AC830,St. Mary's Medical Center,28208,CHARLOTTE
95335006,KHALED YASSINE,AC166,Penn State Health System,45245,CINCINNATI
68680814,Jacqueline Garcia,AC850,Dothan Hematology and Oncology,75246,DALLAS
54624589,Jonathan Ticku,AC164,University Hospitals Health System,726,CAGUAS
20324567,Aaron Gerds,AC395,Gundersen Health System,3909,YORK
60557615,GAURI KELEKAR,AC271,Aspirus Cancer Center,46268,INDIANAPOLIS
24158577,ANDREW WEBER,AC639,"Pathology Professional Services, P.A.",63368,O FALLON
35770805,Hariharasudan Mani,AC457,Yuma Regional Medical Center,37804,MARYVILLE
68241291,AMY CHIEN,AC465,Mayo Clinic Florida,1606,WORCESTER
67197984,NATALIYA MAR,AC823,Tennessee Oncology,49946,LANSE
36914075,DEVIKA DAS,AC226,Mitchell Cancer Institute,1532,NORTHBOROUGH
24239138,Peter Kurniali,AC911,Regional Hospital of Scranton,33143,MIAMI
84040917,Amir Iqbal,AC222,Tufts Medical Center,74146,TULSA
49873900,MICHAEL BERNSTEIN,AC725,Texas Oncology - Bedford,85635,SIERRA VISTA
33521471,FARZAN SIDDIQUI,AC741,Jersey Community Hospital,64093,WARRENSBURG
13497084,Tara Iyengar,AC855,Associates in Hematology and Oncology,20770,GREENBELT
66381251,ANGELA FLEISCHMAN,AC688,Mercy Clinic Oncology And Hematology Mcauley,33331,FORT LAUDERDALE
85260056,MARK CHAITOWITZ,AC467,Trihealth,63017,CHESTERFIELD
94029423,Jamal Joudeh,AC469,University Of Colorado Health,63026,FENTON
30973092,KATHRYN HUBER,AC261,Adventist Health,13215,SYRACUSE
91126325,HAIDY LEE,AC382,Auerbach Hematology Oncology Associates,32503,PENSACOLA
27377868,SHAKEELA WAZEEN,AC143,University of Louisville,55432,MINNEAPOLIS
43336880,Damian Silbermins,AC191,Dignity Health University Of Arizona Cancer Center At St Josephs Hospital,7306,JERSEY CITY
86404458,AMRUTH PALLA,AC987,Texas Oncology - Mount Pleasant Patty & Bo Pilgrim Cancer Center,33033,HOMESTEAD
39027894,DAVID GASS,AC345,St Vincent Regional Cancer Center,54880,SUPERIOR
36946006,SYED AZMI,AC745,Dean Chier MD Holistic Primary Care,6030,FARMINGTON
77456312,David Aljadir,AC488,Childrens Hospital New Orleans,19023,DARBY
81528321,KRISTIN MELNICK,AC428,CHI St Vincent Medical Center,94520,CONCORD
17284965,William Bensinger,AC158,Hematology Oncology Associates of Alabama,33417,WEST PALM BEACH
35699955,VAISHALI DOSHI,AC744,Texas Oncology - Midlothian,60453,OAK LAWN
69502673,JEFFREY HANRAHAN,AC910,Sutter Health,19462,PLYMOUTH MEETING
35072401,DEBORAH SHARDY,AC561,The Angeles Clinic And Research Institute,16121,FARRELL
74194682,BENJAMIN FISCH,AC828,Richmond University Medical Center,41011,COVINGTON
53987815,Melinda Fritz,AC877,Spectrum Health,30912,AUGUSTA
73175729,ARNE SLUNGAARD,AC268,Emory University Hospital,46307,CROWN POINT
42375426,Deborah Schiff,AC552,Texas Oncology - Methodist Charlton Cancer Center,34609,SPRING HILL
66722742,KENDRA HUTCHINSON,AC459,UT Health - Austin,20774,UPPER MARLBORO
15763482,William Tse,AC878,Dermatology Associates,67226,WICHITA
28013851,BENJAMIN MUSHER,AC863,Baylor College of Medicine,34236,SARASOTA
35692207,CONSTANTIN DASANU,AC282,Cook Children's Medical Center,20678,PRINCE FREDERICK
21145783,MARCO NAGUIB,AC853,OSF Saint Francis Medical Center,44074,OBERLIN
84299068,MARIO TRANCE,AC357,Valley Regional Hospital,57117,SIOUX FALLS
67818567,ROBERT KRYWICKI,AC575,St. Charles Cancer Center - Bend,64132,KANSAS CITY
16315191,CALVIN LU,AC870,University Medical Center New Orleans,14902,ELMIRA
83882632,William Luginbuhl,AC646,University Of Maryland Medical System,20889,BETHESDA
64261343,Donald Goodin,AC277,Texas Oncology - Tyler,75235,DALLAS
62831245,Jeffrey Silberberg,AC575,St. Charles Cancer Center - Bend,64132,KANSAS CITY
16243019,ALAN BROWN,AC326,Walter Reed National Military Medical Center,38104,MEMPHIS
40913897,KENNETH ADLER,AC508,University of Virginia Medical Center,46514,ELKHART
74945169,SERGIO XIQUES,AC739,Legacy Health System,95682,SHINGLE SPRINGS
52738046,Mary Martin,AC605,Cancer Care Centers of Brevard,56537,FERGUS FALLS
82453245,CARLOS CASTILLO,AC898,Fred Hutchinson Cancer Research Center,33445,DELRAY BEACH
55444684,BONNI GEARHART,AC819,Cleveland Clinic Florida,20852,ROCKVILLE
15342421,JOHN BRENEMAN,AC148,Dr Mitchell Folbe MD PC,15370,WAYNESBURG
60948082,DAMIAN LABER,AC511,Santee Oncology,44307,AKRON
30921927,DALE SELBY,AC537,Nebraska Hematology Oncology,20010,WASHINGTON
79429875,KRISTINA BOWEN,AC314,University Of Rochester Medical Center Health System,44024,CHARDON
43811255,Carlos Franco,AC255,Community Hospital of Anaconda,30117,CARROLLTON
72370258,DEEPTI MUNJAL,AC907,Lewis Gale Physicians,60640,CHICAGO
96361738,Jacob Laubach,AC462,Doccare NY,60451,NEW LENOX
27957023,LYNN ZEMSKY,AC578,University of California Davis,44004,ASHTABULA
86714630,NADA SHERMAN,AC572,Atlanta Cancer Care,42303,OWENSBORO
25062237,JAMES ORSINI,AC688,Mercy Clinic Oncology And Hematology Mcauley,33331,FORT LAUDERDALE
80414834,Joseph Leach,AC234,ANMED Cancer Center,31904,COLUMBUS
62863457,SOHAIL AHMED,AC335,White Plains Hospital,64154,KANSAS CITY
63661806,JON DU BOIS,AC281,South County Health,51301,SPENCER
85242583,Kenneth Nahum,AC631,Georgia Cancer Specialists,11706,BAY SHORE
69619738,MIGUEL-ANGEL PERALES,AC497,"Jen Wang, MD",37067,FRANKLIN
76603171,Sumeet Bhatia,AC249,Affiliated Oncologists,25550,POINT PLEASANT
87553047,DEEPA MANWANI,AC535,Riverside Medical Group,18711,WILKES BARRE
91321137,Martin Blumenreich,AC536,Advent Health,94539,FREMONT
99934400,M JAFARI-BOROUJERDI,AC537,Nebraska Hematology Oncology,20010,WASHINGTON
87853244,ALICE REIER,AC944,Michiana Hematology Oncology,97838,HERMISTON
74063222,MAROUN EL-HAYEK,AC377,St Jude Childrens Research Hospital,85704,TUCSON
99991039,Steven Margossian,AC851,Northwest Oncology And Hematology,21224,BALTIMORE
87377630,Tarek Chidiac,AC254,Mercy Catholic Medical Center Mercy Fitzgerald Campus,78654,MARBLE FALLS
21391330,Kate Gowans,AC539,Harlod Alfond Cancer Center,29605,GREENVILLE
35811478,Robert Christie,AC987,Texas Oncology - Mount Pleasant Patty & Bo Pilgrim Cancer Center,33033,HOMESTEAD
48038691,GOPAL BAJAJ,AC129,"Comprehensive Cancer & Hematology Specialists, P.C.",19464,POTTSTOWN
62044612,MAURICE SCHWARZ,AC208,University Cancer and Blood Center,90305,INGLEWOOD
35774403,Jess Armor,AC676,HSHS Holy Family Hospital,34474,OCALA
34816484,CAROLINE AN,AC182,Asante Cancer Treatment Center,12010,AMSTERDAM
39626397,Syed Muneer Abidi,AC401,Hawaii Pacific Health,2189,EAST WEYMOUTH
46242300,ANTONIOS CHRISTOU,AC694,Children's National Medical Center,11548,GREENVALE
65740619,ABDELSALAM SHARABI,AC143,University of Louisville,55432,MINNEAPOLIS
84444715,DORCAS CHI,AC149,Scripps Health,40220,LOUISVILLE
70212524,Brian Mulherin,AC218,Coastal Cancer Center - South Carolina,19406,KING OF PRUSSIA
89795479,Steven Kalter,AC939,"Alpha Med Physicians Group, LLC",53705,MADISON
28197656,LUIS RAEZ,AC725,Texas Oncology - Bedford,85635,SIERRA VISTA
35525909,GILES ROBINSON,AC474,California Hematology Oncology Medical Group,16105,NEW CASTLE
99598241,JULIE SMITH,AC121,Boston Medical Center,53295,MILWAUKEE
12676358,ANU GABA,AC816,Piedmont Cancer Institute,46227,INDIANAPOLIS
18395433,Jeanna Walsh,AC624,St. Joseph's Hospital,44053,LORAIN
46561844,DOUGLAS ELLISON,AC206,Regional West Medical Center,46131,FRANKLIN
98458588,AMARJIT DHALIWAL,AC733,Lifespan Health System,96161,TRUCKEE
87918810,Rachel Koreth,AC201,Hudson Valley Heme/Onc Associates,33331,FORT LAUDERDALE
95984576,Jose Melo,AC332,Amrut Hematology Oncology PC,48382,COMMERCE TOWNSHIP
26620403,RIFAT ELKHATIB,AC870,University Medical Center New Orleans,14902,ELMIRA
46796206,MILCAH LARKS,AC860,Sentara Martha Jefferson Hematology and Medical Oncology Associates,35801,HUNTSVILLE
41766258,CHU-PEI FENG,AC585,Pacific Cancer Care,94602,OAKLAND
11102718,Anna Kurzyna-Solinas,AC457,Yuma Regional Medical Center,37804,MARYVILLE
30634367,HENRY GERAD,AC616,Hematology Oncology of Indiana,48312,STERLING HEIGHTS
77044311,Scott Blair,AC878,Dermatology Associates,67226,WICHITA
88013959,ROBERT KAPLAN,AC830,St. Mary's Medical Center,28208,CHARLOTTE
53486350,Scott Cross,AC346,Prohealth Care,28210,CHARLOTTE
38259161,LEONARD HORWITZ,AC377,St Jude Childrens Research Hospital,85704,TUCSON
19762619,MICHAEL CAIN,AC484,Shands Teaching Hospital And Clinics Inc,90403,SANTA MONICA
76568976,Jay Andersen,AC263,University Hospital Geauga Medical Center,10601,WHITE PLAINS
84104104,Faisal Saghir,AC794,Hackensack Meridian Health,29615,GREENVILLE
32483510,Anwar Khurshid,AC966,Lowell General Hospital,98250,FRIDAY HARBOR
44154478,MARY VOELPEL,AC612,"Edward Armand Eichler, MD PA",10310,STATEN ISLAND
11618632,TIMOTHY GILLIGAN,AC381,Allina Health,48201,DETROIT
11659923,Nicholas Yeager,AC572,Atlanta Cancer Care,42303,OWENSBORO
25671798,DATTATRAYA PRAJAPATI,AC300,Texas Oncology - Arlington South,95482,UKIAH
55336907,ELLEN EARLY,AC189,VCS Virginia Cancer Specialists,46350,LA PORTE
49856028,JOLLY VARKI,AC351,Texas Oncology - Presbyterian Cancer Center Dallas,20892,BETHESDA
21103340,NANDAGOPAL VRINDAVANAM,AC792,St. Luke's University Health Network,29526,CONWAY
94310959,Michael Willen,AC433,The Childrens Hospital At Palms West,37932,KNOXVILLE
86485539,BORIS SPEKTOR,AC896,Texas Oncology - Carrollton,10309,STATEN ISLAND
11463100,ELYSE LAMBIASE,AC308,San Francisco VA Medical Center,79415,LUBBOCK
35879714,Mark Roschewski,AC222,Tufts Medical Center,74146,TULSA
33710467,MANEESH GOSSAIN,AC725,Texas Oncology - Bedford,85635,SIERRA VISTA
11403754,THOMAS ZUKOWSKI,AC378,Tampa General Hospital,24301,PULASKI
31813280,PINJAI RAVICHANDER,AC920,Southern California Permanente Medical Group (SCPMG),56007,ALBERT LEA
97637136,BRUCE CULLINEY,AC426,Cabell Huntington Hospital,18702,WILKES BARRE
88063678,TIMOTHY YEH,AC785,Illinois Cancer Care,33014,HIALEAH
65597689,Nikhil Munshi,AC933,Geisinger Health System,21402,ANNAPOLIS
79203476,AFTAB CHAUDHRY,AC796,Anderson Area Cancer Center,44120,CLEVELAND
14264914,Donald Fleming,AC112,Duly Health and Care,28043,FOREST CITY
32402715,SUMAN RAO,AC212,Childrens Hospital Oakland Research Institute,55746,HIBBING
65118582,NICHON GRUPKA,AC856,New England Cancer Specialists,35058,CULLMAN
30853337,KATHRYN HENICK,AC395,Gundersen Health System,3909,YORK
84932143,RAVI ANANDAKRISHNAN,AC142,Cape Medical Oncology,97470,ROSEBURG
15696681,NICHOLAS KOUTRELAKOS,AC238,Sovah Cancer Center,77550,GALVESTON
13343329,CHARLES RENINGER,AC175,Cancer Care Specialists of Illinois,55455,MINNEAPOLIS
65194836,Rajneesh Nath,AC121,Boston Medical Center,53295,MILWAUKEE
32815653,FELICIA SNEAD,AC977,Inova Health,64761,LEETON
61684151,JONATHAN BLITZER,AC326,Walter Reed National Military Medical Center,38104,MEMPHIS
24400737,PETER MORRIS,AC994,The Cancer and Hematology Centers,7446,RAMSEY
95992577,MICHAEL BASTASCH,AC856,New England Cancer Specialists,35058,CULLMAN
75581153,HIGINIA CARDENES,AC622,The Polyclinic,60657,CHICAGO
15698552,David Ross,AC481,Cleveland Clinic,73034,EDMOND
51026923,Gina Divenuti,AC165,Texas Oncology - San Antonio Medical Center,30341,ATLANTA
46161507,NATARAJAN RAMAN,AC810,Cancer And Blood Care Of San Jose Inc,60014,CRYSTAL LAKE
68037726,William Ehmann,AC330,Trinity Health Mid-Atlantic,7730,HAZLET
26896566,GERALD GOLDKLANG,AC472,Northside Hospital Inc,53533,DODGEVILLE
47015095,ASHIS CHAKRABARTI,AC474,California Hematology Oncology Medical Group,16105,NEW CASTLE
31614222,PETER RUBIN,AC412,Oncology San Antonio,80909,COLORADO SPRINGS
48270559,Barry Brooks,AC647,Centra Health,93003,VENTURA
77558494,Jeffrey Kamradt,AC209,HealthPartners Regions Hospital,57117,SIOUX FALLS
18595320,KRISTI MC INTYRE,AC909,Indiana University Health,91910,CHULA VISTA
85365474,GLADYS ONOJOBI,AC845,Asante Rogue Regional Medical Center,10025,NEW YORK
78120079,CARSTEN KAMPE,AC515,Oregon Oncology Specialists,24301,PULASKI
10877006,XIAOYING QIAO,AC634,Thedacare Cancer Care,17822,DANVILLE
93566758,TIMOTHY HONG,AC630,Alabama Cancer Care,90069,WEST HOLLYWOOD
87695319,MAGED KHOORY,AC164,University Hospitals Health System,726,CAGUAS
82047572,Sergej Konoplev,AC221,CCMG- Cancer Center of Middle Georgia,94523,PLEASANT HILL
85982440,PANKAJ GUPTA,AC316,Texas Oncology - Plano Prestonwood,6010,BRISTOL
17412600,ALOK KHORANA,AC953,Premiere Oncology,8755,TOMS RIVER
22159926,Ann Marie Blenc,AC760,Vanderbilt University Medical Center,32571,MILTON
30795038,JULIE FORSTNER,AC837,Vista Oncology,78249,SAN ANTONIO
96751700,EDWIN PETRIK,AC909,Indiana University Health,91910,CHULA VISTA
10477724,DENNIE JONES,AC984,Brigham And Womens Hospital,21921,ELKTON
13981873,Eduardo Sotomayor,AC580,Texas Oncology - Rowlett,44106,CLEVELAND
21221156,JULIA SCHAEFER,AC467,Trihealth,63017,CHESTERFIELD
23774625,Andrew Grainger,AC529,Springfield Clinic,75042,GARLAND
76866090,Daniel Atienza,AC191,Dignity Health University Of Arizona Cancer Center At St Josephs Hospital,7306,JERSEY CITY
73065234,MADHAVA BAIKADI,AC244,University of Connecticut Health Center,23505,NORFOLK
26350943,Grace Shumaker,AC277,Texas Oncology - Tyler,75235,DALLAS
63775773,KATHY RADIE-KEANE,AC104,El Paso Regional Cancer Center,37343,HIXSON
80424722,ISMAEL TORRES-ROSARIO,AC729,Summit Cancer Care,32536,CRESTVIEW
72356228,ALINA GUSEYNOVA,AC247,Providence Alaska Medical Center,68506,LINCOLN
25811476,GERARDO ROSAS,AC584,Mercer County Hematology Oncology P.C.,6520,NEW HAVEN
92229441,Anthony Stack,AC230,Los Angeles Cancer Network-Good Samaritan,8753,TOMS RIVER
79048831,SHASHANK SAMA,AC519,Newland Medical Associates,674,MANATI
69022524,PRIYA SIVASUBRAMANIAM,AC106,Hawaii Cancer Care,37745,GREENEVILLE
23565309,GREGORY HERMANN,AC877,Spectrum Health,30912,AUGUSTA
84865197,JIANG YIO,AC954,Cellnetix Labs LLC,48708,BAY CITY
29254636,DONGYAN LIU,AC299,Ventura County Hematology Oncology Specialists,7070,RUTHERFORD
67071047,SENTHIL BHOOPALAN,AC229,Augusta University Medical Center Inc,70712,ANGOLA
73285094,ANNIE PARK,AC113,Baton Rouge General Medical Center,77701,BEAUMONT
86776385,TRISTAN BICE,AC118,SSM Health,29926,HILTON HEAD ISLAND
72269167,Kieran Sahasrabudhe,AC202,Graves Gilbert Clinic Oncology and Hematology,43203,COLUMBUS
27352151,SUNIL ROHATGI,AC922,Childrens Of Alabama,60031,GURNEE
46801607,GILBERTO LOPES,AC803,Verdi Cancer & Research Center of Texas,680,MAYAGUEZ
22447326,SNIGDHA NUTALAPATI,AC221,CCMG- Cancer Center of Middle Georgia,94523,PLEASANT HILL
61689444,Hashim Mann,AC339,Childrens Mercy Hospital Kansas City,11772,PATCHOGUE
25479002,POORNI MANOHAR,AC756,Vantage Medical Group Hem Onc,71913,HOT SPRINGS NATIONAL PARK
21125249,Tasha Lin,AC487,Children’s Health,93535,LANCASTER
81179512,NGOC PHAM,AC112,Duly Health and Care,28043,FOREST CITY
20374546,RAJENDRA PERSAD,AC474,California Hematology Oncology Medical Group,16105,NEW CASTLE
16019634,ROCKNE HYMEL,AC343,McFarland Clinic,38104,MEMPHIS
48971429,SUKETU PATEL,AC281,South County Health,51301,SPENCER
52698022,MICHAEL SOIKE,AC267,Barton Health,63090,WASHINGTON
30451005,ERIN JACKSON,AC221,CCMG- Cancer Center of Middle Georgia,94523,PLEASANT HILL
82992374,Charles Foucar,AC576,Ascension Saint Thomas Midtown Hospital,7452,GLEN ROCK
69226457,MARISSA JUST,AC562,Unitypoint Health,80303,BOULDER
85690791,Adam Levin,AC932,Providence/St. Joseph's Northern California,20706,LANHAM
15760200,ANKITA GUPTA,AC216,University of Hawaii Cancer Center,56431,AITKIN
49469151,Sushil Ghimire,AC372,Duke University Health System,94108,SAN FRANCISCO
25884653,RAMESH PANDEY,AC931,"Millennium Oncology Hollywood, FL",4856,ROCKPORT
36210942,Audrey Green-Murphy,AC557,Desert Regional Comprehensive Cancer Center,49010,ALLEGAN
21019379,Adam Goldrich,AC309,Memorial Hospital Gulfport,66622,TOPEKA
56118662,TREVANNE MATTHEWS,AC636,Louis Stokes Cleveland VA Medical Center,49660,MANISTEE
69857113,Jamie Stokke,AC670,UF Oncology- Fernandina,95655,MATHER
47246031,AMIR ZAHRA,AC619,St. Vincent Children's Hospital,44304,AKRON
70930486,KRUSHANGI PATEL,AC869,UP Health Systems - Marquette,94597,WALNUT CREEK
22241443,ALLISON REMIKER,AC976,The Permanente Medical Group (TPMG),93442,MORRO BAY
16254822,KE LI,AC896,Texas Oncology - Carrollton,10309,STATEN ISLAND
16467471,Ahmed Aljudi,AC943,VISN 12 Great Lakes Healthcare System,6776,NEW MILFORD
60686070,Tejas Modi,AC784,Texas Oncology - Allen,61820,CHAMPAIGN
28776559,Sham Mailankody,AC705,"Appalachian Regional Healthcare, Inc.",82435,POWELL
64558358,PHILIP MARJON,AC712,El Camino Hospital,33578,RIVERVIEW
42367775,SUNANDA PEJAVAR,AC230,Los Angeles Cancer Network-Good Samaritan,8753,TOMS RIVER
20640403,GINO IN,AC280,Oncology Consultants,92506,RIVERSIDE
49915419,TIFFANY MULLINS,AC574,UCSF Washington Hospital Cancer Center,93291,VISALIA
88656622,SHILPA SHUKLA,AC333,University of Florida Health,98664,VANCOUVER
92131025,Miguel Pelayo,AC456,New York Presbyterian Columbia University Medical Center,14263,BUFFALO
68246232,Joseph Sokhn,AC535,Riverside Medical Group,18711,WILKES BARRE
11055759,DERIC SAVIOR,AC448,VISN 15 VA Heartland Network,85622,GREEN VALLEY
89635072,Michael Choi,AC251,Texas Oncology - Midland Allison Cancer Center,21093,LUTHERVILLE TIMONIUM
87729930,JUSTIN BEKELMAN,AC967,Central Maine Medical Center,94402,SAN MATEO
55492680,Asima Arslan,AC931,"Millennium Oncology Hollywood, FL",4856,ROCKPORT
32406238,SHAHZAD SIDDIQUE,AC698,California Cancer Associates For Research And Excellence - Fresno,4105,FALMOUTH
31881920,Karen Ortiz Cruz,AC158,Hematology Oncology Associates of Alabama,33417,WEST PALM BEACH
55154198,Curtis Chong,AC883,Allegheny Health Network,73112,OKLAHOMA CITY
37962843,NIHARIKA DIXIT,AC811,Goshen Center for Cancer Care,86409,KINGMAN
25323626,KEVIN DAWRAVOO,AC278,Baystate Medical Center,983,CAROLINA
85889874,Koichi Takahashi,AC380,Mercy Hospital Springfield,6030,FARMINGTON
47584423,WEIJIE LI,AC921,Maine Children's Cancer Center,36207,ANNISTON
71214435,RUCHIKA GOEL,AC665,The George Washington University Medical Faculty Associates,14456,GENEVA
49719935,SRINIVASU CHAMARTHY,AC839,Hematology Oncology Associates Of Central New York,30513,BLUE RIDGE
43097292,AHMAD ALKHASAWNEH,AC317,Cape Cod Hospital,81101,ALAMOSA
52453957,Angela Taber,AC403,Texas Oncology - Denton,54476,SCHOFIELD
62472363,PATRICIA GREIPP,AC809,Roswell Park Comprehensive Cancer Center,74145,TULSA
75688864,MATTHEW KARPENKO,AC518,Carle Foundation/Carle Physicians Group,22405,FREDERICKSBURG
10604778,Paul Mehan,AC733,Lifespan Health System,96161,TRUCKEE
53091749,XIAO WANG,AC536,Advent Health,94539,FREMONT
19153866,ANDREW LARAMORE,AC839,Hematology Oncology Associates Of Central New York,30513,BLUE RIDGE
61220192,Benjamin Solomon,AC826,Mayo Clinic Rochester,70433,COVINGTON
79807098,JILL TICHY,AC505,Texas Oncology - Fort Worth Cancer Center,61354,PERU
55599995,CLAUDIA CORONA,AC640,Sanford Health,31545,JESUP
62456451,SHIHLI LIN,AC210,Springfield Clinic Hematology Oncology,44223,CUYAHOGA FALLS
22138487,ANTHONY CMELAK,AC583,Greater Washington Oncology Associates,17015,CARLISLE
28927564,Harold Chung,AC356,Sibley Memorial Hospital,8820,EDISON
77857802,JOHN KENNEDY,AC649,Wesley Pediatric Specialists,27403,GREENSBORO
65797283,Priya Jain,AC594,Beacon Health System,12065,CLIFTON PARK
51272609,LEI CHEN,AC393,Carilion Clinic,73071,NORMAN
11933496,HELEN HESLOP,AC303,Clearview Cancer Institute,91355,VALENCIA
75939212,SEAN DOWLING,AC590,Kaleida Health,78723,AUSTIN
70870272,THOMAS SHELDON,AC837,Vista Oncology,78249,SAN ANTONIO
51615426,CARLOS DE CASTRO,AC846,M2 Oncology,2116,BOSTON
75467455,PHILIP SARDAR,AC552,Texas Oncology - Methodist Charlton Cancer Center,34609,SPRING HILL
92175670,HAYDEE ALBINO,AC845,Asante Rogue Regional Medical Center,10025,NEW YORK
69340605,HALLINE OVERBY,AC976,The Permanente Medical Group (TPMG),93442,MORRO BAY
60650419,BASSEMA ANTABLI,AC485,Austin Cancer Center,39648,MCCOMB
78870584,RODABE AMARIA,AC384,Holy Cross Hospital Florida,49770,PETOSKEY
89459838,JENNIFER DIAMOND,AC188,Norton Healthcare,97128,MCMINNVILLE
69888507,BHARAT JENIGIRI,AC493,Sharp Healthcare,92106,SAN DIEGO
51181501,Viran Holden,AC782,Summit Medical Group Oregon,51503,COUNCIL BLUFFS
46483902,Dulcinea Quintana,AC549,University Of Oklahoma Health Sciences Center,19143,PHILADELPHIA
23384994,I-WEN CHANG,AC977,Inova Health,64761,LEETON
29614447,PETER GREENBERG,AC112,Duly Health and Care,28043,FOREST CITY
37228919,YI-HUA CHEN,AC768,Texas Oncology - Palestine Cancer Center,34689,TARPON SPRINGS
40635003,AHMED ARIBI,AC236,Sidney Health Center,19426,COLLEGEVILLE
94356112,EDWARD PERRY,AC841,Medical City Hospitals,11235,BROOKLYN
77301893,Pei Lin,AC995,Memorial Hermann Cancer Center,90024,LOS ANGELES
59048535,SAJJAD HAIDER,AC662,Childrens Hospital Los Angeles,91786,UPLAND
40587381,Barry Skikne,AC725,Texas Oncology - Bedford,85635,SIERRA VISTA
64331084,ANDREA MC KEE,AC396,Einstein Healthcare Network,33716,SAINT PETERSBURG
51892235,ANTHONY KALLIATH,AC844,University of Tennessee Knoxville,89520,RENO
71671057,JUNMING FANG,AC575,St. Charles Cancer Center - Bend,64132,KANSAS CITY
90192341,THOMAS BRADLEY,AC330,Trinity Health Mid-Atlantic,7730,HAZLET
41535120,DEBORAH RABINOWITZ,AC569,Southeastern Medical Oncology Center,34655,NEW PORT RICHEY
51366413,SUSAN EMANUELE,AC752,Stockton Hematology Oncology Medical Group,65807,SPRINGFIELD
17621571,Stephanie Savelli,AC466,The Christ Hospital,2920,CRANSTON
99291057,UMANGI PATEL,AC922,Childrens Of Alabama,60031,GURNEE
54707940,MATHEWS GEORGE,AC860,Sentara Martha Jefferson Hematology and Medical Oncology Associates,35801,HUNTSVILLE
65070371,JAMES MASON,AC268,Emory University Hospital,46307,CROWN POINT
55306557,MANI SUBRAMANIAN,AC631,Georgia Cancer Specialists,11706,BAY SHORE
99117371,JOSHUA BRAMSON,AC611,KIDZ Medical Pediatric Hematology & Oncology,26241,ELKINS
95984255,KATHLEEN YANG,AC336,UMC University Medical Center - Cancer Center,33033,HOMESTEAD
90051963,Matthew Foster,AC540,University of Alabama at Birmingham,23936,DILLWYN
79043507,MARIA SCOUROS,AC348,Avam Cancer and Blood Specialists LLC,46322,HIGHLAND
74656522,Brian Till,AC462,Doccare NY,60451,NEW LENOX
48741938,MEGHANA RAGHAVENDRA,AC182,Asante Cancer Treatment Center,12010,AMSTERDAM
99717425,Brady Miller,AC638,Philadelphia Veterans Affairs Medical Center,11740,GREENLAWN
14805215,JEAN CONNORS,AC399,Valley Health System,28301,FAYETTEVILLE
92351513,PAUL O'BRIEN,AC326,Walter Reed National Military Medical Center,38104,MEMPHIS
53424073,IRA FELMAN,AC400,Dartmouth Hitchcock Health System,50309,DES MOINES
46698889,Hitendra Upadhyaya,AC700,Childrens Minnesota,33166,MIAMI
83256110,MANJEET CHAWLA,AC703,Southern Oncology Hematology Associates,2601,HYANNIS
79682772,JYOTI MAYADEV,AC302,Global Cancer Research Institute,85710,TUCSON
81009377,ANAT ERDREICH-EPSTEIN,AC515,Oregon Oncology Specialists,24301,PULASKI
61843151,ABIGAIL BYRNES,AC527,Promedica Hematology Oncology Associates,98107,SEATTLE
83316404,JULIA OH,AC282,Cook Children's Medical Center,20678,PRINCE FREDERICK
68978518,SCOTT TANNEHILL,AC472,Northside Hospital Inc,53533,DODGEVILLE
38146022,MINDY BOHRER,AC699,Dana Farber Cancer Institute,92663,NEWPORT BEACH
52934865,WILLIAM DE ROSA,AC596,Auxilio Mutuo BMT,29203,COLUMBIA
15472438,WON LEE,AC500,Self Regional Cancer Center,39202,JACKSON
36170679,Adonis Lorenzana,AC303,Clearview Cancer Institute,91355,VALENCIA
30116277,MATTHEW POPPE,AC427,Arizona Dermatology Specialists,7065,RAHWAY
52563965,Pamela Drullinsky,AC450,TMH Cancer Center,13905,BINGHAMTON
60038736,JORGE SPINOLO,AC688,Mercy Clinic Oncology And Hematology Mcauley,33331,FORT LAUDERDALE
25724099,Amir Toor,AC662,Childrens Hospital Los Angeles,91786,UPLAND
11038063,LISA SCLAFANI,AC755,Tower Hematology Oncology Medical Group,37129,MURFREESBORO
94386342,RASA BUNTINAS,AC630,Alabama Cancer Care,90069,WEST HOLLYWOOD
88798503,DAVID LOWTHER,AC756,Vantage Medical Group Hem Onc,71913,HOT SPRINGS NATIONAL PARK
29314347,Jorge Ayub,AC889,West Penn Hospital,29307,SPARTANBURG
24010321,Alexander Spira,AC891,Michigan Healthcare Professionals,30117,CARROLLTON
44038423,MARK BRENNER,AC637,Central Kentucky Cancer Care,76210,DENTON
70936931,JAKOW DIENER,AC507,Henry Ford Health System,33324,FORT LAUDERDALE
71836080,Husam Tarawneh,AC284,Woodlawn Hospital,56308,ALEXANDRIA
77895241,Andrew Buresh,AC746,Jupiter Medical - Anderson Cancer Center,29414,CHARLESTON
31360163,Gregory Shypula,AC712,El Camino Hospital,33578,RIVERVIEW
56628964,BRADY FELIZ,AC100,Blood & Bone Marrow Transplant Group Of Georgia,6105,HARTFORD
66038778,ANOOP AGGARWAL,AC205,St Charles Health,49930,HANCOCK
44456960,ELIZABETH GUEVARA,AC727,Methodist Le Bonheur Healthcare,27509,BUTNER
