Physician ID,Physician Name,Specialty,Jan'23,Feb'23,Mar'23,Apr'23,May'23,Jun'23,Jan'232,Feb'232,Mar'232,Apr'232,May'232,Jun'232
10349695,Roberta Adams,"PATHOLOGY, HEMATOLOGY",12,12,15,27,33,44,3,28,32,20,38,42
57613960,ARUNKUMAR SANJEEVI,RADIOLOGY ONCOLOGY,14,21,28,15,40,30,6,28,16,17,44,53
81895441,GEORGE DEEB,GYNECOLOGICAL ONCOLOGY,8,24,30,23,31,50,30,11,39,22,31,43
87306618,Colette Spaccavento,-,2,16,22,31,33,41,22,18,33,35,28,54
59585448,BRIAN COSTELLO,PEDIATRIC HEMATOLOGY ONCOLOGY,3,18,29,27,29,32,25,2,31,31,25,40
77364909,ETTORE PIROSO,"PATHOLOGY, HEMATOLOGY",0,11,35,19,33,42,30,11,36,40,36,37
21812573,Jane Borkowski,GYNECOLOGICAL ONCOLOGY,4,25,35,15,26,32,15,21,35,38,42,43
93532172,LAWRENCE MENACHE,PEDIATRIC HEMATOLOGY ONCOLOGY,15,24,23,24,35,48,19,10,14,25,40,36
63425002,ALAN MONROE,ONCOLOGY MEDICAL,15,13,34,22,27,36,5,14,33,31,34,44
38468116,Richard McKittrick,SURGICAL ONCOLOGY,14,19,21,23,32,44,11,12,40,16,42,35
22247460,Kristie Bobolis,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",7,13,10,21,37,40,13,23,38,31,44,51
92482590,PETER CHEN,GYNECOLOGICAL ONCOLOGY,11,10,20,30,38,35,5,6,29,16,26,54
32717026,DAVID JAYE,"PATHOLOGY, HEMATOLOGY",15,11,24,17,25,37,1,1,16,19,50,45
29709319,Phyllis Klein,"PATHOLOGY, HEMATOLOGY",12,13,26,31,26,50,22,18,12,36,32,42
72879598,Muthalagu Ramanathan,HEMATOLOGY/ONCOLOGY,1,17,13,17,32,44,3,14,31,32,48,53
27956594,Jagadeesh Ramdas,GYNECOLOGICAL ONCOLOGY,13,18,11,22,29,49,10,17,34,34,28,52
67161370,SIMON LO,HEMATOLOGY,8,20,23,29,39,30,1,10,32,28,44,51
42399463,Pavan Reddy,"PATHOLOGY, HEMATOLOGY",2,12,24,15,36,50,18,6,18,40,50,44
45915057,PREM SOBTI,SURGICAL ONCOLOGY,13,16,28,24,27,43,15,18,38,25,31,36
72323511,PAMELA HUTT,SURGICAL ONCOLOGY,4,18,28,28,40,43,1,24,10,40,45,42
40402897,Michael Roberts,HEMATOLOGY/ONCOLOGY,15,19,28,22,36,36,6,27,30,23,36,50
18812697,CARLO CONTRERAS,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",2,22,32,22,31,48,29,1,25,25,34,41
83750149,Christian Schultheis,"PATHOLOGY, HEMATOLOGY",3,15,32,27,29,39,4,0,30,36,29,55
12975358,Melanie Comito,SURGICAL ONCOLOGY,5,22,11,33,38,41,27,17,40,15,49,45
69890673,JANAE CLAPP,SURGICAL ONCOLOGY,15,22,29,33,39,30,23,27,13,32,35,35
49782064,JOHN BURNETT,ONCOLOGY MEDICAL,8,18,23,33,35,44,9,4,21,38,37,40
61095180,EDWARD KIM,HEMATOLOGY,13,15,25,16,30,36,25,28,21,29,27,42
44342387,Michael Pulsipher,GYNECOLOGICAL ONCOLOGY,10,18,32,27,32,49,6,0,25,25,25,46
65985839,Roland Chu,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",1,17,24,34,37,31,6,22,24,23,46,49
32301118,THOMAS CHEN,HEMATOLOGY,0,22,33,33,35,33,8,19,31,38,26,43
50360549,Johanna Lasala,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",5,18,18,17,33,35,24,24,30,18,28,50
40018589,Constance Wash,HEMATOLOGY/ONCOLOGY,6,19,14,28,30,37,13,14,23,18,50,43
66577370,WEINA CHEN,HEMATOLOGY/ONCOLOGY,7,17,27,28,29,39,13,27,25,26,42,46
90337578,EDEM AGAMAH,SURGICAL ONCOLOGY,15,15,16,22,32,47,16,11,34,38,45,44
49663902,PHILIP FRIEDLANDER,PEDIATRIC HEMATOLOGY ONCOLOGY,8,19,12,32,34,39,27,23,20,30,41,37
81977045,Mark Sienko,RADIOLOGY ONCOLOGY,4,16,32,27,36,37,15,22,40,36,26,49
70697834,SETH BENKEL,RADIOLOGY ONCOLOGY,4,21,25,15,35,48,20,30,24,35,36,47
22344689,Michelle Hermiston,HEMATOLOGY,6,16,31,33,32,44,10,28,13,19,32,55
39978592,Joseph Lynch,HEMATOLOGY,10,25,13,25,31,48,9,1,13,40,34,47
60234462,MARK MESSING,GYNECOLOGICAL ONCOLOGY,10,25,35,22,39,38,28,26,38,27,29,42
42155651,ERIC KLEINBAUM,-,9,13,22,31,40,33,25,0,29,24,44,54
50312185,Tejvir Singh,HEMATOLOGY,12,19,28,29,30,40,18,22,10,29,31,41
60195351,MICHAEL STREIFF,HEMATOLOGY/ONCOLOGY,12,22,30,23,28,44,18,14,38,37,35,37
13739072,Michael Absalon,RADIOLOGY ONCOLOGY,8,24,34,33,32,43,8,18,40,26,44,37
19373400,STEVEN MILES,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",9,13,28,21,29,41,20,2,15,29,42,42
29491150,LIHONG WU,ONCOLOGY MEDICAL,1,19,24,35,39,30,4,24,28,32,45,55
87871901,Sheetal Acharya,GYNECOLOGICAL ONCOLOGY,0,20,26,31,26,48,20,5,35,17,30,39
12244314,JOEL PICUS,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",4,17,27,29,34,33,0,3,37,29,46,40
48699476,FADI HAYEK,RADIOLOGY ONCOLOGY,6,20,21,25,38,36,20,9,28,30,34,36
88254025,LISA FICHTEL,SURGICAL ONCOLOGY,7,18,25,29,30,48,8,8,26,21,42,39
22568854,Bryan Bienvenu,RADIOLOGY ONCOLOGY,11,16,12,22,36,37,9,14,27,16,29,54
65634026,CARLA WILSON,-,2,25,34,32,29,33,20,5,33,26,39,54
56011986,RACHEL KRAMER,HEMATOLOGY,14,17,14,16,36,50,4,21,12,15,38,55
32685912,STEPHEN KING,"PATHOLOGY, HEMATOLOGY",4,20,16,17,37,39,24,28,39,17,46,46
97598030,MICHAEL LAMBO,HEMATOLOGY,0,22,20,18,25,36,22,30,34,31,25,49
85434454,Yaser Al-Hassani,HEMATOLOGY,5,24,18,29,29,38,6,11,38,40,44,38
85546029,WILLIAM LI PERA,HEMATOLOGY,8,20,25,16,28,46,4,12,31,29,47,51
76767059,Dan Popescu,HEMATOLOGY/ONCOLOGY,15,11,33,32,27,37,26,3,26,25,42,38
79049973,NAJAT DAW,"PATHOLOGY, HEMATOLOGY",0,17,32,26,37,37,14,3,14,38,49,46
37875030,PAUL STONE,"PATHOLOGY, HEMATOLOGY",15,21,14,33,37,35,13,18,24,21,38,54
18309579,BRIAN COSTLEIGH,-,9,11,28,16,31,48,20,30,25,24,27,36
68575393,AMBER GUTH,PEDIATRIC HEMATOLOGY ONCOLOGY,12,15,30,26,34,37,16,18,28,19,35,51
71710797,MOHAMMED ABU ZAANONA,GYNECOLOGICAL ONCOLOGY,10,18,11,16,30,38,26,30,38,19,36,35
68870856,CASEY LIVERINGHOUSE,ONCOLOGY MEDICAL,2,25,28,27,32,43,17,27,31,16,30,54
62393659,VINCENT LOUIE MENDIOLA,PEDIATRIC HEMATOLOGY ONCOLOGY,10,23,28,33,36,43,17,8,12,37,45,50
21561644,MEGHANA SRINIVAS,SURGICAL ONCOLOGY,13,23,33,26,39,38,14,0,35,21,37,46
33136294,JOHNATHON BISHOP,HEMATOLOGY/ONCOLOGY,2,17,13,33,37,31,17,6,31,36,27,41
76266347,BAIJIA JIANG,GYNECOLOGICAL ONCOLOGY,1,19,19,16,31,48,22,6,17,27,25,54
49963129,IFEYINWA OBIORAH,-,1,14,28,22,31,46,1,21,19,31,25,49
37595540,Melissa Yan,RADIOLOGY ONCOLOGY,14,12,16,35,36,50,20,15,24,24,28,43
66458786,Nikhil Kamat,GYNECOLOGICAL ONCOLOGY,8,23,15,22,29,35,28,12,32,32,45,45
18698765,NAWAL KASSEM,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",13,18,34,32,36,32,15,28,23,24,41,44
55999038,MARTIN TOM,"PATHOLOGY, HEMATOLOGY",1,11,23,18,31,37,24,3,20,28,38,38
17898857,ALEXANDER TREMONT,ONCOLOGY MEDICAL,12,11,29,19,34,35,1,25,32,22,44,49
58188116,ROSHAN ASRANI,PEDIATRIC HEMATOLOGY ONCOLOGY,1,19,33,21,39,49,2,11,23,23,47,55
86730718,JENNY RUIZ,SURGICAL ONCOLOGY,15,19,17,28,33,37,23,11,35,37,49,45
16682797,DANIEL TANNENBAUM,GYNECOLOGICAL ONCOLOGY,11,22,29,32,35,33,6,7,37,19,47,53
31991978,Sonal Paul,SURGICAL ONCOLOGY,10,16,15,26,37,39,18,29,22,28,28,45
69665951,MARIA HAFEZ,GYNECOLOGICAL ONCOLOGY,11,22,23,28,27,30,9,28,15,32,27,41
34430845,Aswanth Reddy,RADIOLOGY ONCOLOGY,4,23,20,31,34,40,8,5,27,38,27,44
24255853,ROBERTO FERNANDEZ,GYNECOLOGICAL ONCOLOGY,2,16,12,18,29,38,14,25,16,25,32,39
68215959,Adit Tal,HEMATOLOGY,1,10,32,27,29,41,25,18,18,28,28,37
34992293,Stephanie Smith,GYNECOLOGICAL ONCOLOGY,7,17,18,22,38,38,15,3,13,15,35,40
50789432,SAMIR MAZHARUDDIN,RADIOLOGY ONCOLOGY,1,24,27,30,31,31,13,9,14,26,36,54
88116982,VAN NGUYEN,GYNECOLOGICAL ONCOLOGY,7,20,30,23,37,30,20,3,25,28,50,40
42782684,JEREMY HARRIS,GYNECOLOGICAL ONCOLOGY,5,21,11,22,34,34,10,12,37,19,34,55
87090417,RUIJUN SU,HEMATOLOGY/ONCOLOGY,7,23,24,32,25,44,4,11,10,32,39,54
58000963,Kevin McNerney,RADIOLOGY ONCOLOGY,6,20,33,29,29,42,7,9,13,21,27,36
87697314,CHRISTINA BINDER,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",9,25,26,31,28,49,0,14,19,33,38,46
97271838,KONSTANTINE HALKIDIS,"PATHOLOGY, HEMATOLOGY",9,24,17,26,31,41,4,10,33,29,33,42
74235750,ARINDAM BAGCHI,"PATHOLOGY, HEMATOLOGY",11,17,21,29,28,30,10,4,38,31,33,48
60296232,ALEXANDRA CALLAN,-,4,15,31,30,39,45,5,5,13,35,45,39
68371771,VAMSI KODURI,ONCOLOGY MEDICAL,4,21,34,22,27,34,12,26,39,23,47,44
30806783,Reena Jayani,ONCOLOGY MEDICAL,5,18,35,28,32,47,21,8,20,30,34,45
84674999,CHERIF ABDELMALEK,GYNECOLOGICAL ONCOLOGY,7,25,14,15,38,31,21,9,33,35,29,39
71913057,JIANFENG WANG,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",9,13,22,35,34,39,9,1,32,26,28,54
74269717,JENNY MCDANIEL,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",5,20,25,19,34,42,24,9,24,38,46,54
59923203,GINA NEY,SURGICAL ONCOLOGY,15,17,17,28,36,32,10,27,30,34,25,46
50206330,ADRIENNE GROPPER,RADIOLOGY ONCOLOGY,13,16,28,30,35,48,28,14,18,29,50,37
14079103,Nadia Ali,SURGICAL ONCOLOGY,9,22,35,29,25,35,21,2,26,33,25,37
93679524,ROHIT RAO,HEMATOLOGY,2,19,34,23,26,31,11,0,17,37,34,38
73308539,NEETA PATHE,-,3,13,12,26,26,44,10,0,11,18,36,36
38986086,CHRISTINE MEGERDICHIAN,HEMATOLOGY,12,21,34,23,38,42,10,29,11,24,30,52
11566690,MIRIAM KNOLL,-,0,25,13,28,36,36,12,3,37,40,46,42
91812475,Parth Rao,ONCOLOGY MEDICAL,11,12,30,30,29,44,26,14,34,24,49,39
19300282,ROHIT JAIN,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",10,20,28,16,38,50,10,10,27,28,35,49
36673674,CHRISTINE GARCIA,HEMATOLOGY/ONCOLOGY,14,16,25,24,26,39,11,4,25,28,25,35
35172244,NINA BERI,HEMATOLOGY,10,18,15,32,40,37,14,17,10,25,34,35
30128673,ALLISON BARZ,GYNECOLOGICAL ONCOLOGY,15,22,17,18,34,39,12,10,38,24,45,42
85833078,Lawrence Giove,SURGICAL ONCOLOGY,9,24,31,30,37,33,10,28,37,23,39,42
69047592,HASSAN YAMEEN,ONCOLOGY MEDICAL,2,11,35,28,31,46,3,25,25,26,44,42
55105417,CAROLINA FASOLA,ONCOLOGY MEDICAL,10,10,21,27,27,32,7,6,19,23,27,50
78296676,Omer Ilyas,PEDIATRIC HEMATOLOGY ONCOLOGY,15,16,15,35,38,31,3,16,17,19,42,35
84092352,Steven Tsai,HEMATOLOGY/ONCOLOGY,2,18,22,18,29,50,12,8,13,29,40,42
80139796,Lingyi Chen,-,1,12,30,20,26,38,14,0,21,32,40,44
41888585,SAGILA GEORGE,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",3,21,19,27,35,48,23,14,28,16,48,47
47890735,YVONNETHANH-NGA PHAM,-,15,14,16,35,39,40,6,10,19,24,48,37
14702456,ALI RAZA,HEMATOLOGY/ONCOLOGY,9,18,17,34,28,37,0,27,14,29,30,43
76696110,MEGHAN STOTT,ONCOLOGY MEDICAL,2,21,33,28,34,35,26,0,24,25,30,42
99112732,Kris Mahadeo,PEDIATRIC HEMATOLOGY ONCOLOGY,7,18,17,15,38,46,6,2,29,32,49,53
43002259,SAMUEL FUNT,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",3,10,28,33,33,38,17,1,11,22,28,45
38174532,AARATI POUDEL,RADIOLOGY ONCOLOGY,2,24,19,28,33,42,28,27,36,21,36,47
20630170,PRADNYA PATIL,-,9,21,30,31,39,47,16,5,28,23,45,48
63654857,ELENA IVAN,PEDIATRIC HEMATOLOGY ONCOLOGY,13,13,24,15,26,42,7,2,22,24,48,43
57854798,Mark Sonnenschine,PEDIATRIC HEMATOLOGY ONCOLOGY,5,14,32,19,27,48,25,21,20,36,33,49
41553266,NICHOLAS GALANOPOULOS,RADIOLOGY ONCOLOGY,12,13,33,35,31,37,5,4,21,39,27,45
52542761,SCOTT SAMUELSON,HEMATOLOGY,7,11,18,15,25,38,11,30,23,17,41,47
48635995,Mojtaba Akhtari,-,2,20,23,18,33,35,4,10,16,17,40,55
63711890,Mina Xu,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",13,21,25,21,40,45,27,27,27,26,37,43
60960780,SAAD SIROP,GYNECOLOGICAL ONCOLOGY,0,23,35,16,30,46,12,30,25,22,30,36
28232045,WAINA CHENG,HEMATOLOGY,9,11,33,16,36,36,16,8,17,22,44,52
15458343,MATHEW JOSEPH,SURGICAL ONCOLOGY,2,22,11,30,38,46,27,0,37,17,45,41
32668198,IMRAN IDREES,RADIOLOGY ONCOLOGY,6,20,17,31,27,48,3,1,18,37,45,42
92115299,MARK LEVANDOVSKY,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",6,15,16,21,30,33,13,29,20,28,30,40
45690607,Catherine Moore,SURGICAL ONCOLOGY,0,25,25,30,40,40,14,24,34,35,37,36
95335006,KHALED YASSINE,RADIOLOGY ONCOLOGY,9,17,29,25,25,37,16,14,25,16,31,40
68680814,Jacqueline Garcia,GYNECOLOGICAL ONCOLOGY,8,15,22,29,35,31,13,27,13,26,45,53
26326929,Yang Liu,-,15,14,11,27,34,42,29,5,31,37,37,47
54624589,Jonathan Ticku,SURGICAL ONCOLOGY,5,25,14,15,26,34,29,25,30,25,28,36
20324567,Aaron Gerds,ONCOLOGY MEDICAL,7,11,33,23,38,44,14,25,17,19,35,39
60557615,GAURI KELEKAR,HEMATOLOGY,10,21,23,29,29,47,14,11,16,36,50,46
72285156,MARK MACEDON,"PATHOLOGY, HEMATOLOGY",12,19,21,22,33,30,8,27,15,32,33,47
24158577,ANDREW WEBER,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",4,22,34,28,30,32,9,18,40,18,38,47
35770805,Hariharasudan Mani,GYNECOLOGICAL ONCOLOGY,15,12,13,26,40,50,5,19,30,34,30,36
68241291,AMY CHIEN,PEDIATRIC HEMATOLOGY ONCOLOGY,5,25,17,29,36,46,3,27,24,16,34,48
67197984,NATALIYA MAR,-,2,20,34,32,32,38,9,9,35,15,44,46
36914075,DEVIKA DAS,RADIOLOGY ONCOLOGY,6,24,18,25,40,35,8,19,24,25,39,35
24239138,Peter Kurniali,SURGICAL ONCOLOGY,0,24,28,16,25,35,5,27,22,34,43,47
82156804,Marwan Shaikh,HEMATOLOGY/ONCOLOGY,8,19,10,26,35,31,0,1,11,22,48,35
84040917,Amir Iqbal,-,13,17,22,21,30,42,21,15,17,22,42,49
49873900,MICHAEL BERNSTEIN,-,3,20,31,27,31,38,29,2,14,22,26,38
50008525,SHELILEAH RAMSEY,HEMATOLOGY,1,20,18,24,25,39,1,4,30,30,36,35
33521471,FARZAN SIDDIQUI,-,1,24,12,23,39,48,27,0,13,36,48,40
13497084,Tara Iyengar,ONCOLOGY MEDICAL,12,25,15,16,38,47,22,27,29,33,39,55
66381251,ANGELA FLEISCHMAN,-,13,23,30,22,34,42,4,0,40,25,42,55
85260056,MARK CHAITOWITZ,HEMATOLOGY/ONCOLOGY,0,21,10,15,31,35,27,4,34,26,31,36
94029423,Jamal Joudeh,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",11,10,22,21,38,33,13,1,29,29,31,35
30973092,KATHRYN HUBER,"PATHOLOGY, HEMATOLOGY",11,11,35,20,30,49,1,21,21,27,48,51
91126325,HAIDY LEE,HEMATOLOGY/ONCOLOGY,7,22,28,34,33,34,19,17,37,36,37,54
37364988,MOLLY BOYD,HEMATOLOGY/ONCOLOGY,10,14,31,31,40,48,22,3,12,29,50,53
27377868,SHAKEELA WAZEEN,"PATHOLOGY, HEMATOLOGY",0,21,20,16,39,31,9,23,34,18,29,43
48839850,Vera Maranci,SURGICAL ONCOLOGY,11,21,25,15,36,43,11,5,18,17,49,36
43336880,Damian Silbermins,-,13,20,17,16,26,40,24,6,38,19,38,43
86404458,AMRUTH PALLA,HEMATOLOGY,11,15,17,35,37,46,2,20,32,20,34,52
39027894,DAVID GASS,HEMATOLOGY,11,16,16,15,40,39,20,6,14,24,33,36
36946006,SYED AZMI,"PATHOLOGY, HEMATOLOGY",4,12,23,19,27,40,11,29,33,17,42,55
77456312,David Aljadir,"PATHOLOGY, HEMATOLOGY",1,21,24,27,25,30,2,10,35,20,47,49
81528321,KRISTIN MELNICK,PEDIATRIC HEMATOLOGY ONCOLOGY,6,11,11,30,29,40,16,24,24,33,28,46
17284965,William Bensinger,RADIOLOGY ONCOLOGY,6,13,32,28,37,48,25,8,17,27,50,46
35699955,VAISHALI DOSHI,HEMATOLOGY/ONCOLOGY,11,21,24,33,26,32,15,22,15,40,35,51
69502673,JEFFREY HANRAHAN,ONCOLOGY MEDICAL,13,18,27,15,37,31,16,1,10,22,34,46
35072401,DEBORAH SHARDY,GYNECOLOGICAL ONCOLOGY,11,24,15,17,31,35,6,0,12,24,27,49
74194682,BENJAMIN FISCH,HEMATOLOGY,1,21,17,28,36,32,17,15,12,32,38,45
53987815,Melinda Fritz,SURGICAL ONCOLOGY,10,24,35,19,29,38,9,19,34,17,27,40
73175729,ARNE SLUNGAARD,"PATHOLOGY, HEMATOLOGY",0,11,10,32,32,47,11,21,18,31,41,50
42375426,Deborah Schiff,PEDIATRIC HEMATOLOGY ONCOLOGY,1,23,20,24,39,40,24,13,16,17,48,53
66722742,KENDRA HUTCHINSON,-,13,14,21,24,34,37,14,13,10,20,31,40
15763482,William Tse,RADIOLOGY ONCOLOGY,5,12,32,19,27,33,5,24,26,21,41,40
28013851,BENJAMIN MUSHER,GYNECOLOGICAL ONCOLOGY,11,13,21,22,35,49,9,21,34,17,49,37
13294830,Herbert Eradat,HEMATOLOGY,15,11,13,30,35,32,20,10,20,19,43,40
35692207,CONSTANTIN DASANU,GYNECOLOGICAL ONCOLOGY,7,16,32,29,36,39,17,10,28,17,41,55
63101687,TITHI BISWAS,RADIOLOGY ONCOLOGY,4,21,35,17,35,38,16,3,17,40,37,46
21145783,MARCO NAGUIB,HEMATOLOGY/ONCOLOGY,5,18,11,23,34,50,16,6,15,33,41,43
84299068,MARIO TRANCE,"PATHOLOGY, HEMATOLOGY",12,12,15,30,27,39,18,23,35,22,46,45
67818567,ROBERT KRYWICKI,HEMATOLOGY,14,16,29,31,28,50,6,18,22,33,41,46
16315191,CALVIN LU,RADIOLOGY ONCOLOGY,2,18,31,29,33,37,13,21,37,21,41,40
83882632,William Luginbuhl,"PATHOLOGY, HEMATOLOGY",6,17,19,25,39,37,0,11,29,19,41,50
64261343,Donald Goodin,GYNECOLOGICAL ONCOLOGY,6,25,34,17,30,36,23,22,39,28,39,44
62831245,Jeffrey Silberberg,-,10,19,32,22,39,33,4,14,21,16,28,41
16243019,ALAN BROWN,SURGICAL ONCOLOGY,4,17,21,24,38,36,11,25,26,37,45,44
40913897,KENNETH ADLER,ONCOLOGY MEDICAL,13,22,13,33,32,37,18,1,27,29,42,41
74945169,SERGIO XIQUES,"PATHOLOGY, HEMATOLOGY",15,21,10,29,37,39,29,24,11,25,35,52
52738046,Mary Martin,ONCOLOGY MEDICAL,5,24,33,33,29,44,24,23,33,22,34,50
82453245,CARLOS CASTILLO,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",3,24,26,34,26,40,12,22,19,18,26,39
55444684,BONNI GEARHART,ONCOLOGY MEDICAL,4,10,10,15,25,34,2,22,17,17,29,43
15342421,JOHN BRENEMAN,HEMATOLOGY,4,17,32,32,35,37,12,9,31,40,30,39
60948082,DAMIAN LABER,-,9,11,25,23,38,35,4,10,10,25,32,54
30921927,DALE SELBY,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",11,19,15,26,25,41,1,19,34,24,38,41
79429875,KRISTINA BOWEN,RADIOLOGY ONCOLOGY,2,10,35,18,31,48,5,27,17,39,36,36
43811255,Carlos Franco,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",14,14,34,22,33,35,2,29,15,22,27,36
72370258,DEEPTI MUNJAL,ONCOLOGY MEDICAL,3,18,17,23,27,36,8,30,37,30,40,43
96361738,Jacob Laubach,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",0,23,35,28,26,41,25,2,39,32,38,43
27957023,LYNN ZEMSKY,-,13,21,21,25,25,48,2,15,14,27,32,39
86714630,NADA SHERMAN,RADIOLOGY ONCOLOGY,7,15,12,34,36,37,2,5,23,35,43,37
25062237,JAMES ORSINI,PEDIATRIC HEMATOLOGY ONCOLOGY,0,12,10,20,26,34,18,23,19,28,44,45
80414834,Joseph Leach,-,8,23,27,22,33,42,17,20,11,37,50,48
86980410,ALAN FEINER,SURGICAL ONCOLOGY,1,14,18,28,38,44,29,11,30,24,46,55
62863457,SOHAIL AHMED,PEDIATRIC HEMATOLOGY ONCOLOGY,10,19,32,32,27,42,6,16,34,38,27,48
63661806,JON DU BOIS,RADIOLOGY ONCOLOGY,0,23,22,21,31,35,19,0,23,27,30,45
85242583,Kenneth Nahum,-,1,24,32,30,37,42,28,24,25,29,35,38
69619738,MIGUEL-ANGEL PERALES,PEDIATRIC HEMATOLOGY ONCOLOGY,7,17,28,18,36,50,10,14,11,22,37,40
76603171,Sumeet Bhatia,HEMATOLOGY/ONCOLOGY,7,14,28,27,28,31,25,8,14,33,49,43
13324746,BIBI KHOYRATTY,PEDIATRIC HEMATOLOGY ONCOLOGY,5,15,20,32,31,32,27,1,15,40,49,38
87553047,DEEPA MANWANI,-,9,10,35,20,35,50,2,13,31,40,31,53
91321137,Martin Blumenreich,"PATHOLOGY, HEMATOLOGY",13,24,30,18,30,39,18,23,31,35,31,47
99934400,M JAFARI-BOROUJERDI,SURGICAL ONCOLOGY,11,17,17,33,34,46,7,24,30,20,47,35
11918689,CHARLES SCHNEIDER,ONCOLOGY MEDICAL,8,14,25,34,26,39,17,17,32,19,33,45
87853244,ALICE REIER,"PATHOLOGY, HEMATOLOGY",9,15,27,18,35,38,18,1,38,19,36,35
74063222,MAROUN EL-HAYEK,"PATHOLOGY, HEMATOLOGY",9,11,15,18,38,42,10,23,26,33,46,48
92682005,RAMESH KUMAR,PEDIATRIC HEMATOLOGY ONCOLOGY,11,12,17,19,30,48,12,14,28,39,45,51
59035204,Alex Nguyen,HEMATOLOGY/ONCOLOGY,8,11,16,21,28,47,22,3,14,31,27,46
38699015,Al Tajuddin,-,15,14,32,30,27,32,10,18,28,37,49,42
64774495,ANTHONY CIAROLLA,GYNECOLOGICAL ONCOLOGY,12,18,35,21,35,50,2,23,38,35,25,53
99991039,Steven Margossian,PEDIATRIC HEMATOLOGY ONCOLOGY,1,14,19,20,31,34,3,12,26,39,29,51
87377630,Tarek Chidiac,"PATHOLOGY, HEMATOLOGY",13,18,11,19,39,48,25,2,27,21,45,40
21391330,Kate Gowans,GYNECOLOGICAL ONCOLOGY,3,22,14,29,36,35,16,14,21,16,43,54
35811478,Robert Christie,RADIOLOGY ONCOLOGY,7,19,30,20,31,46,6,12,33,37,43,55
48038691,GOPAL BAJAJ,PEDIATRIC HEMATOLOGY ONCOLOGY,11,21,20,16,33,38,6,26,13,36,35,39
45236463,JEFFREY BITTERMAN,RADIOLOGY ONCOLOGY,8,24,31,20,25,36,13,6,38,17,31,48
62044612,MAURICE SCHWARZ,RADIOLOGY ONCOLOGY,10,13,10,32,27,40,6,9,21,28,45,36
35774403,Jess Armor,"PATHOLOGY, HEMATOLOGY",6,13,28,31,28,42,17,22,40,15,36,44
34816484,CAROLINE AN,HEMATOLOGY/ONCOLOGY,6,11,14,23,31,43,28,18,32,24,28,47
39626397,Syed Muneer Abidi,SURGICAL ONCOLOGY,14,21,22,25,39,39,0,24,25,39,43,45
46242300,ANTONIOS CHRISTOU,HEMATOLOGY,10,17,31,31,37,50,24,21,18,18,35,50
65740619,ABDELSALAM SHARABI,RADIOLOGY ONCOLOGY,8,18,19,15,31,33,29,0,17,18,50,36
84444715,DORCAS CHI,"ORTHOPEDIC SURG, MUSCULOSKELETAL ONCOL",3,22,27,26,25,31,3,20,12,38,35,49
75813608,LINDA MC MORROW,SURGICAL ONCOLOGY,11,25,17,33,32,36,16,30,20,30,28,50
49146894,Somasekhar Bandi,SURGICAL ONCOLOGY,11,12,35,17,37,45,23,21,25,25,43,46
70212524,Brian Mulherin,-,0,18,31,17,26,43,9,3,39,40,41,55
89795479,Steven Kalter,HEMATOLOGY,2,17,24,20,30,41,3,22,11,33,30,43
28197656,LUIS RAEZ,GYNECOLOGICAL ONCOLOGY,3,13,29,28,38,34,2,22,19,27,25,39
35525909,GILES ROBINSON,ONCOLOGY MEDICAL,9,14,28,21,37,35,16,8,12,21,37,52
99598241,JULIE SMITH,GYNECOLOGICAL ONCOLOGY,4,12,35,28,37,43,9,0,13,17,34,43
12676358,ANU GABA,HEMATOLOGY/ONCOLOGY,4,24,26,34,33,41,4,22,16,22,43,48
18395433,Jeanna Walsh,HEMATOLOGY/ONCOLOGY,0,21,24,20,25,36,11,20,21,36,47,52
46561844,DOUGLAS ELLISON,PEDIATRIC HEMATOLOGY ONCOLOGY,5,10,15,20,27,30,28,8,23,40,38,54
72820097,MICHAEL MAHACEK,RADIOLOGY ONCOLOGY,15,21,19,32,25,42,17,22,26,23,28,41
98458588,AMARJIT DHALIWAL,HEMATOLOGY/ONCOLOGY,10,24,18,19,40,42,0,9,29,32,34,40
29864064,TAMARA MUSGRAVE,GYNECOLOGICAL ONCOLOGY,0,16,10,16,34,41,28,4,13,15,34,52
